id,type,label,category,year,journal
"MAT_chromosomal_DNA_during_interphase","Material","chromosomal DNA during interphase","material","",""
"MAT_viral_RNA","Material","viral RNA","material","",""
"METH_Graph_theoretical_approach_using_Pr_fer_","Method","Graph theoretical approach using Prüfer labeling","method","",""
"METH_analytical_derivation_of_configurational","Method","analytical derivation of configurational entropy a","method","",""
"METH_efficient_sampling_scheme_for_tree_confi","Method","efficient sampling scheme for tree configurations","method","",""
"INST_SISSA__Trieste_","Institution","SISSA (Trieste)","institution","",""
"P424","Paper","Size Effect of the End-Attached Particle on the Adsorption-Responsive Polymer Switches","polymer_brush","2022","Macromolecules (2022)"
"MAT_embedded_in_inert_brush","Material","embedded in inert brush","material","",""
"P425","Paper","Correlation between Structural Flexibility of H‑Bonding Motifs and Mechanical Properties of Dynamic ","self_healing","2025","Macromolecules (2025)"
"MAT_Random_copolymers_bearing_flexible_diol_","Material","Random copolymers bearing flexible diol groups or rigid amid","material","",""
"METH_Quantum_chemical_calculations_of_H_bondi","Method","Quantum chemical calculations of H-bonding structu","method","",""
"METH_self_recoverability_assessment","Method","self-recoverability assessment","method","",""
"P426","Paper","Decoding Exchange Mechanisms in High-Performance Polyurethane Vitrimers: Rheological Deconvolution o","vitrimers","2025","Macromolecules (2025)"
"MAT_designed_to_suppress_ester_driven_transe","Material","designed to suppress ester-driven transesterification)","material","",""
"METH_Single__and_multi_mode_exponential_decay","Method","Single- and multi-mode exponential decay models","method","",""
"METH_relaxation_spectra_analysis","Method","relaxation spectra analysis","method","",""
"METH_spectroscopic_characterization","Method","spectroscopic characterization","method","",""
"P427","Paper","50th Anniversary Perspective: Polymer Brushes: Novel Surfaces for Future Materials","polymer_brush","4089","Macromolecules 50, 4089-4113 (2017)"
"MAT_NMP","Material","NMP","material","",""
"MAT_RAFT_surface_initiated_polymerization","Material","RAFT surface-initiated polymerization","material","",""
"MAT_uncharged_and_charged_brushes","Material","uncharged and charged brushes","material","",""
"MAT_various_architectures__linear","Material","various architectures (linear","material","",""
"MAT_bottlebrush_","Material","bottlebrush)","material","",""
"METH_Review_of_controlled_radical_polymerizat","Method","Review of controlled radical polymerization from s","method","",""
"METH_new_theoretical_models","Method","new theoretical models","method","",""
"METH_sophisticated_characterization_tools__ne","Method","sophisticated characterization tools (neutron refl","method","",""
"METH_nanoscale_patterning","Method","nanoscale patterning","method","",""
"P428","Paper","Architecture Effect on Network Phase Formation from Controlled Self-Assembly of High‑χ Block Copolym","block_copolymer","2025","Macromolecules (2025)"
"INST_National_Tsing_Hua_University__Taiwan_","Institution","National Tsing Hua University (Taiwan)","institution","",""
"P429","Paper","Design of High-Performance Viscoelastic Polymer Nanocomposites Using Stiff Nanorings","polymer_simulation","2025","Macromolecules (2025)"
"MAT_Stiff_nanorings__threaded_by_polymer_cha","Material","Stiff nanorings  threaded by polymer chains in polymer melts","material","",""
"METH_viscoelastic_property_analysis","Method","viscoelastic property analysis","method","",""
"INST_Chinese_Academy_of_Sciences","Institution","Chinese Academy of Sciences","institution","",""
"P430","Paper","Multiresponsive and Mechanically Robust Self-Healing Waterborne Polyurethane with Photoluminescent a","self_healing","2025","Macromolecules (2025)"
"MAT_4__dicarbohydrazide__as_chain_extender","Material","4′-dicarbohydrazide  as chain extender","material","",""
"METH_UV_Vis_fluorescence_spectroscopy","Method","UV-Vis fluorescence spectroscopy","method","",""
"P431","Paper","Ultra Strong and Tough Bio-Based Polyurethane Elastomers with Rigid-Flexible Hybrid Soft Segment Sup","tpu_elastomer","0979","Advanced Functional Materials 36, e09794 (2025/2026)"
"MAT_supramolecular_hydrogen_bond_dynamic_net","Material","supramolecular hydrogen bond dynamic network","material","",""
"METH_fatigue_resistance_testing_in_liquid_env","Method","fatigue resistance testing in liquid environment","method","",""
"METH_biocompatibility_assessment","Method","biocompatibility assessment","method","",""
"P433","Paper","Molecular Springs in Dynamic Covalent Polymer Networks","self_healing","2025","Macromolecules (2025)"
"MAT_Polymer_networks_with_spring_like_aromat","Material","Polymer networks with spring-like aromatic foldamers (ortho-","material","",""
"MAT_oPs__in_backbones","Material","oPs) in backbones","material","",""
"MAT_cross_linked_with_dynamic_Diels_Alder__a","Material","cross-linked with dynamic Diels-Alder  adducts or nondynamic","material","",""
"METH_self_healing_assessment","Method","self-healing assessment","method","",""
"METH_dampening_property_characterization","Method","dampening property characterization","method","",""
"METH_comparison_of_DA_vs_static_cross_linkers","Method","comparison of DA vs static cross-linkers","method","",""
"INST_Miami_University__Ohio_","Institution","Miami University (Ohio)","institution","",""
"P434","Paper","Dynamic Covalent Polymer Networks: A Molecular Platform for Designing Functions beyond Chemical Recy","self_healing","1716","Chemical Reviews 121, 1716-1745 (2021)"
"MAT_Dynamic_covalent_polymer_networks__with_","Material","Dynamic covalent polymer networks  with >30 types of dynamic","material","",""
"MAT_transesterification","Material","transesterification","material","",""
"MAT_etc_","Material","etc.","material","",""
"METH_Comprehensive_review_covering_chemical_r","Method","Comprehensive review covering chemical recycling","method","",""
"METH_shape_shifting","Method","shape-shifting","method","",""
"METH_topological_transformation","Method","topological transformation","method","",""
"P435","Paper","Supramolecular Chemical Recycling of Dynamic Polymers","block_copolymer","2025","Nature Nanotechnology (2025)"
"MAT_Thioctic_amide__derivatives___primary_am","Material","Thioctic amide  derivatives — primary amide derivative of th","material","",""
"METH_Ring_opening_polymerization_characteriza","Method","Ring-opening polymerization characterization","method","",""
"METH_thermal_recycling_tests","Method","thermal recycling tests","method","",""
"P437","Paper","Reusable Ultratough Supramolecular Polyurethane-Urea Elastomer via Rigid-Flexible Mismatched Hard Se","self_healing","2025","Macromolecules (2025)"
"MAT_flexible_H_bonding__and_2_ureido_4_H__py","Material","flexible H-bonding) and 2-ureido-4[H]-pyrimidinone (UPy","material","",""
"MAT_rigid_quadruple_H_bonding__hard_segments","Material","rigid quadruple H-bonding) hard segments","material","",""
"METH_ethanol_assisted_recycling_testing","Method","ethanol-assisted recycling testing","method","",""
"P438","Paper","Weaving-Inspired Asymmetric Entangled Nodes in Multi-Component Polymer Networks","other","2025","Nature Materials (2025)"
"METH_Metal_coordination_chemistry","Method","Metal coordination chemistry","method","",""
"METH_polymer_network_construction","Method","polymer network construction","method","",""
"METH_mechanical_and_adhesive_property_testing","Method","mechanical and adhesive property testing","method","",""
"P439","Paper","Multiscale Structural Evolution Governing Fatigue Resistance in Polyurethane Elastomers","tpu_elastomer","2025","Macromolecules (2025/2026)"
"MAT_microscale_physical_cross_linking","Material","microscale physical cross-linking","material","",""
"MAT_and_dynamic_hydrogen_bonding_interaction","Material","and dynamic hydrogen-bonding interactions","material","",""
"METH_fatigue_testing","Method","fatigue testing","method","",""
"METH_bond_level_analysis","Method","bond-level analysis","method","",""
"P440","Paper","Ligament Inspired Ultra-Strong and Tough Bio-Based Polyurethane Elastomers via Dynamic Hydrogen Bond","tpu_elastomer","2025","Advanced Functional Materials (2025)"
"MAT_5_furan_diformylhydrazide__FDHA","Material","5-furan diformylhydrazide (FDHA","material","",""
"MAT_hard_phase_building_unit_with_dynamic_H_","Material","hard phase building unit with dynamic H-bond network)","material","",""
"METH_Molecular_engineering","Method","Molecular engineering","method","",""
"P441","Paper","Preparation of a Tough Elastomer by the Introduction of Multiple Flexible Hydrogen Bonds via Simple ","supramolecular","2025","Macromolecules (2025)"
"MAT_Vicinal_amino_alcohol__modified_polybuta","Material","Vicinal amino alcohol -modified polybutadiene","material","",""
"MAT_synthesized_by_epoxidation_of_PB_followe","Material","synthesized by epoxidation of PB followed by ring-opening re","material","",""
"MAT_also_applicable_to_SBS","Material","also applicable to SBS","material","",""
"METH_Epoxidation_and_ring_opening_synthesis","Method","Epoxidation and ring-opening synthesis","method","",""
"METH_quantum_chemical_calculations_of_H_bonde","Method","quantum chemical calculations of H-bonded dimer st","method","",""
"P442","Paper","Dynamic Synergy Effect between the Hydrogen Bond Network and Coordination Bond Network in Dual-Netwo","tpu_elastomer","2025","Macromolecules (2025)"
"METH_dynamic_bond_characterization","Method","dynamic bond characterization","method","",""
"P443","Paper","Small-Molecule-Enhanced Polymeric Hydrogels: From Molecular Design to Functional Applications","hydrogel","2025","Materials Horizons (2025)"
"MAT_and_biomass_derived_compounds","Material","and biomass-derived compounds","material","",""
"METH_Comprehensive_review_organizing_tougheni","Method","Comprehensive review organizing toughening strateg","method","",""
"P444","Paper","Orthogonal yet Synergistic Supramolecular Interactions to Boost Material Properties","self_healing","2025","Macromolecules (2025)"
"MAT_Supramolecular_polymer_networks__incorpo","Material","Supramolecular polymer networks  incorporating three distinc","material","",""
"MAT_single_hydrogen_bonding","Material","single hydrogen bonding","material","",""
"MAT_and_quadruple_hydrogen_bonding","Material","and quadruple hydrogen bonding","material","",""
"METH_ACEL_device_fabrication_and_testing","Method","ACEL device fabrication and testing","method","",""
"P446","Paper","Multiphase Structure and Electromechanical Behaviors of Aliphatic Polyurethane Elastomers","tpu_elastomer","6369","Macromolecules 51, 6369-6379 (2018)"
"MAT_hexamethylene_diisocyanate","Material","hexamethylene diisocyanate","material","",""
"MAT_and_various_lengths_of_linear_aliphatic_","Material","and various lengths of linear aliphatic diols","material","",""
"INST_Beijing_Institute_of_Petrochemical_Techn","Institution","Beijing Institute of Petrochemical Technology","institution","",""
"P447","Paper","Sustainable Cycloaliphatic Polyurethanes: From Synthesis to Applications","other","2023","Chemical Society Reviews 52, 277-317 (2023)"
"MAT_carbohydrates","Material","carbohydrates","material","",""
"MAT_fatty_acids","Material","fatty acids","material","",""
"MAT_cholesterol","Material","cholesterol","material","",""
